dataset,strategy,sample_id,question,positive_image_ref,negative_sample_id,negative_question,negative_image_ref,lexical_similarity
ai2d,same_topic_wrong_image,ai2d_test_000006,How many changes are shown in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000006,ai2d_test_000053,How long does it take to complete the pupa stage?,hf://lmms-lab/ai2d-no-mask/test/000053,0.15726055525979404
ai2d,same_skill_wrong_image,ai2d_test_000006,How many changes are shown in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000006,ai2d_test_000011,How many changes are shown in the cycle?,hf://lmms-lab/ai2d-no-mask/test/000011,0.5833981195614185
ai2d,same_skill_wrong_image,ai2d_test_000006,How many changes are shown in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000006,ai2d_test_000176,How many stages are in this cycle?,hf://lmms-lab/ai2d-no-mask/test/000176,0.3888399045780051
ai2d,same_skill_wrong_image,ai2d_test_000006,How many changes are shown in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000006,ai2d_test_000179,How many types of roots are displayed?,hf://lmms-lab/ai2d-no-mask/test/000179,0.29878617209320263
ai2d,same_skill_wrong_image,ai2d_test_000006,How many changes are shown in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000006,ai2d_test_000111,How many kids of feet are there?,hf://lmms-lab/ai2d-no-mask/test/000111,0.18818867658194607
ai2d,same_skill_wrong_image,ai2d_test_000006,How many changes are shown in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000006,ai2d_test_000053,How long does it take to complete the pupa stage?,hf://lmms-lab/ai2d-no-mask/test/000053,0.15726055525979404
ai2d,random_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000010,which stage denotes larvae ?,hf://lmms-lab/ai2d-no-mask/test/000010,0.15411259591325974
ai2d,random_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000041,An aquatic food web is shown. Phytoplanktons are considered as ?,hf://lmms-lab/ai2d-no-mask/test/000041,0.015208897615100466
ai2d,random_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000057,What organ system is represented by the above diagram?,hf://lmms-lab/ai2d-no-mask/test/000057,0.018322819728702273
ai2d,random_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000071,what is above the root cap,hf://lmms-lab/ai2d-no-mask/test/000071,0.021451954896526505
ai2d,random_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000189,What is on the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000189,0.05082378929761143
ai2d,lexical_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,0.6151002624389154
ai2d,lexical_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000054,The diagram depicts the life cycle of a deer fly. Which letter in the diagram shows the eggs?,hf://lmms-lab/ai2d-no-mask/test/000054,0.38076157556464457
ai2d,lexical_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000100,What letter on the diagram represents the first quarter moon,hf://lmms-lab/ai2d-no-mask/test/000100,0.3324363669406637
ai2d,lexical_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000095,What letter in the diagram represents the pupa stage?,hf://lmms-lab/ai2d-no-mask/test/000095,0.2958221695971276
ai2d,lexical_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000097,Which letter shows the adult stage of the dung beetles life cycle?,hf://lmms-lab/ai2d-no-mask/test/000097,0.25815338219694944
ai2d,same_topic_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,0.6151002624389154
ai2d,same_topic_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000054,The diagram depicts the life cycle of a deer fly. Which letter in the diagram shows the eggs?,hf://lmms-lab/ai2d-no-mask/test/000054,0.38076157556464457
ai2d,same_topic_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000100,What letter on the diagram represents the first quarter moon,hf://lmms-lab/ai2d-no-mask/test/000100,0.3324363669406637
ai2d,same_topic_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000095,What letter in the diagram represents the pupa stage?,hf://lmms-lab/ai2d-no-mask/test/000095,0.2958221695971276
ai2d,same_topic_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000097,Which letter shows the adult stage of the dung beetles life cycle?,hf://lmms-lab/ai2d-no-mask/test/000097,0.25815338219694944
ai2d,same_skill_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,0.6151002624389154
ai2d,same_skill_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000054,The diagram depicts the life cycle of a deer fly. Which letter in the diagram shows the eggs?,hf://lmms-lab/ai2d-no-mask/test/000054,0.38076157556464457
ai2d,same_skill_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000100,What letter on the diagram represents the first quarter moon,hf://lmms-lab/ai2d-no-mask/test/000100,0.3324363669406637
ai2d,same_skill_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000095,What letter in the diagram represents the pupa stage?,hf://lmms-lab/ai2d-no-mask/test/000095,0.2958221695971276
ai2d,same_skill_wrong_image,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,ai2d_test_000097,Which letter shows the adult stage of the dung beetles life cycle?,hf://lmms-lab/ai2d-no-mask/test/000097,0.25815338219694944
ai2d,random_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000001,What is the uppermost layer of the earth called?,hf://lmms-lab/ai2d-no-mask/test/000001,0.04445893135602256
ai2d,random_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000027,What happens at stage J in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000027,0.05583863661416056
ai2d,random_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000047,"In the diagram shown, which organism consumes the large fish for a food source?",hf://lmms-lab/ai2d-no-mask/test/000047,0.052216026253192604
ai2d,random_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000086,what is labled H?,hf://lmms-lab/ai2d-no-mask/test/000086,0.023634843232832208
ai2d,random_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,0.048600134474909726
ai2d,lexical_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,0.6151002624389154
ai2d,lexical_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000054,The diagram depicts the life cycle of a deer fly. Which letter in the diagram shows the eggs?,hf://lmms-lab/ai2d-no-mask/test/000054,0.4821338258708524
ai2d,lexical_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000095,What letter in the diagram represents the pupa stage?,hf://lmms-lab/ai2d-no-mask/test/000095,0.2379967427421497
ai2d,lexical_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000177,"In the given diagram, what letter represents plants?",hf://lmms-lab/ai2d-no-mask/test/000177,0.22386947132327753
ai2d,lexical_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000100,What letter on the diagram represents the first quarter moon,hf://lmms-lab/ai2d-no-mask/test/000100,0.2188931677392642
ai2d,same_topic_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,0.6151002624389154
ai2d,same_topic_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000054,The diagram depicts the life cycle of a deer fly. Which letter in the diagram shows the eggs?,hf://lmms-lab/ai2d-no-mask/test/000054,0.4821338258708524
ai2d,same_topic_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000095,What letter in the diagram represents the pupa stage?,hf://lmms-lab/ai2d-no-mask/test/000095,0.2379967427421497
ai2d,same_topic_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000177,"In the given diagram, what letter represents plants?",hf://lmms-lab/ai2d-no-mask/test/000177,0.22386947132327753
ai2d,same_topic_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000100,What letter on the diagram represents the first quarter moon,hf://lmms-lab/ai2d-no-mask/test/000100,0.2188931677392642
ai2d,same_skill_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,0.6151002624389154
ai2d,same_skill_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000054,The diagram depicts the life cycle of a deer fly. Which letter in the diagram shows the eggs?,hf://lmms-lab/ai2d-no-mask/test/000054,0.4821338258708524
ai2d,same_skill_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000095,What letter in the diagram represents the pupa stage?,hf://lmms-lab/ai2d-no-mask/test/000095,0.2379967427421497
ai2d,same_skill_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000177,"In the given diagram, what letter represents plants?",hf://lmms-lab/ai2d-no-mask/test/000177,0.22386947132327753
ai2d,same_skill_wrong_image,ai2d_test_000008,The diagram shows the life cycle of a flea? What letter represents the eggs?,hf://lmms-lab/ai2d-no-mask/test/000008,ai2d_test_000100,What letter on the diagram represents the first quarter moon,hf://lmms-lab/ai2d-no-mask/test/000100,0.2188931677392642
ai2d,random_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,0.1065307596658524
ai2d,random_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000065,which label define downy woodpecker,hf://lmms-lab/ai2d-no-mask/test/000065,0.1922056373487874
ai2d,random_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000070,which part is at the bottom,hf://lmms-lab/ai2d-no-mask/test/000070,0.03836771977016974
ai2d,random_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000071,what is above the root cap,hf://lmms-lab/ai2d-no-mask/test/000071,0.013078800259573671
ai2d,random_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000125,What feeds on crickets?,hf://lmms-lab/ai2d-no-mask/test/000125,0.017837070488047817
ai2d,lexical_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000010,which stage denotes larvae ?,hf://lmms-lab/ai2d-no-mask/test/000010,0.47166646795798434
ai2d,lexical_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000177,"In the given diagram, what letter represents plants?",hf://lmms-lab/ai2d-no-mask/test/000177,0.29168613469693866
ai2d,lexical_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000095,What letter in the diagram represents the pupa stage?,hf://lmms-lab/ai2d-no-mask/test/000095,0.23803825992895278
ai2d,lexical_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,0.23598157242653336
ai2d,lexical_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000165,Which stage in this cycle is the most immature?,hf://lmms-lab/ai2d-no-mask/test/000165,0.2349361122125961
ai2d,same_topic_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000010,which stage denotes larvae ?,hf://lmms-lab/ai2d-no-mask/test/000010,0.47166646795798434
ai2d,same_topic_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000177,"In the given diagram, what letter represents plants?",hf://lmms-lab/ai2d-no-mask/test/000177,0.29168613469693866
ai2d,same_topic_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000095,What letter in the diagram represents the pupa stage?,hf://lmms-lab/ai2d-no-mask/test/000095,0.23803825992895278
ai2d,same_topic_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,0.23598157242653336
ai2d,same_topic_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000165,Which stage in this cycle is the most immature?,hf://lmms-lab/ai2d-no-mask/test/000165,0.2349361122125961
ai2d,same_skill_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000010,which stage denotes larvae ?,hf://lmms-lab/ai2d-no-mask/test/000010,0.47166646795798434
ai2d,same_skill_wrong_image,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,ai2d_test_000177,"In the given diagram, what letter represents plants?",hf://lmms-lab/ai2d-no-mask/test/000177,0.29168613469693866
